Mauricio is going to sing in today's conversation. I'm preparing my ears.,Mauricio va a cantar en la conversación de hoy. Estoy preparando mis oídos.
I could say the same about you.,Lo mismo podría decir de tí.
Okay. What do you say Mauricio?,Está bien. ¿Qué dices Mauricio?
I support the idea.,Apoyo la idea.
"Don't get distracted, Amy, you have to tell us who sang better, Mauricio or me?","No te distraigas, Amy, tienes que decirnos quién cantó mejor, ¿Mauricio o yo?"
"Good idea, Amy. Even though we both know who you are going to choose.","Buena idea, Amy. Aunque los dos sabemos a quién vas a elegir."
"It's a traditional Mexican song, that is called ""Sing and don't cry."" It's very famous.","Es una canción tradicional de México, que se llama “Canta y no llores.” Es muy famosa."
To dance the bamba you need a little bit of grace…,Para bailar la bamba se necesita un poca de gracia…
"It's stranger to called someone ""sweetie-pie.""",Es más extraño llamarle a alguien “sweetie-pie.”
The only thing more romantic than mariachis is a game of soccer with friends.,La única cosa más romántica que mariachis es un partido de fútbol con los amigos.
Mauricio is a true Don Juan.,Mauricio es un verdadero donjuán.
"Hey, girls, a little bit of respect, please?","Hey, chicas, un poco de respeto, ¿por favor?"
I'm sorry.,Lo siento.
To ask for her hand in marriage. Don't you find that romantic?,Para pedirle matrimonio. ¿No lo encuentras romántico?
You are the woman of my life… I wished/hoped for you all my life… I want to spend the rest of my life with you…,Eres la mujer de mi vida … Esperaba toda mi vida por ti … Quiero pasar el resto de mi vida contigo. …
