""
"I am single, and my interests include traveling, skiing, and getting to know people from different cultures.","Soy soltera, y mis intereses incluyen viajar, esquiar, y conocer gente de distintas culturas."
"Latin culture is very important, and is part of my life, and I love to share my traditions and Latin traditions with you guys.","La cultura latina es muy importante, es parte de mi vida, y me encanta compartir mis tradiciones y las tradiciones latinas con ustedes."
"Unit 1, Introductory Lesson. Parties and Latin Time!","Unidad 1, Lección introductoria. Fiestas y El Horario Latino."
"Parties! My favorite! Latin-American parties are famous for their energy, the music and dance, and the food and wine.","¡Fiestas! ¡Mis favoritas! Las fiestas latinoamericanas son famosas por su energía, y la música y el baile y la comida y el vino…"
"Friends and wine, the oldest (the better).","Amigo y vino, el más antiguo."
It means that old friends and old wine are the best.,Significa que los amigos viejos y los vinos viejos so los mejores.
"Another saying that I like is: "" drink and eat, that the world is coming to an end!""","Otro dicho que me gusta: “A beber y a tragar, que el mundo se va a acabar.”"
I'm exhausted.,Estoy agotado/a.
I had been living in the United States.,Estaba viviendo en los Estados Unidos.
I loved it. Only I missed my family and my friends.,Me encantaba. Solamente que extrañaba a mis familia y mis amigos.
It's difficult to be in a new culture without knowing anyone.,Es difícil estar en una nueva cultura sin que conozcas a nadie.
"Too long. Ten hours, give or take, to New York.","Demasiado largo. Diez horas, más o menos a Nueva York."
I miss / I'm homesick.,Echo de menos.
Do you miss? / Are you homesick?,¿Echas de menos?
to miss,extrañar
nostalgia,nostalgia
"Alejandra is a carnivore, she likes meat.","Alejandra es carnívora, a ella le gusta la carne."
But I don't know: Mario's wife is vegetarian. I don't know if there is going to be much meat or not.,Pero no sé: la esposa de Mario es vegetariana. No sé si va a ver mucha carne o no.
That's not important to me. The most important thing is to see friends. I'm going to celebrate Mario's birthday!,No me importa. Lo más importante es ver a los amigos ¡Me voy a celebrar el cumpleaños de Mario!
The party is in the morning.,La fiesta es en la mañana.
"For example, we never eat lunch before 2:30 in the afternoon.","Por ejemplo, nunca almorzamos antes de las dos y media de la tarde."
"And if you want to go out dancing, many times you have to take a nap,","Y si quieres salir a bailar, muchas veces tienes que dormir una siesta,"
because no none is going to be in the room before 11:00 at night.,porque nadie va a estar en el salón antes de las once de la noche.
Aren't we going to repeat the conversation one more time?,¿No vamos a repetir la conversación una vez más?
"No, it's not the end. We still have to do the ""Rocket Review.""","No, no es el fin. Todavía tenemos que hacer el “Rocket Review.”"
"Yes, we learned some new words, like 'exhausted,' 'jetlag,' 'to be homesick,' and 'Latin time.'","Sí. Aprendimos algunas nuevas palabras, como “agotado,” “desfase de horarios,” “echar de menos,” y “el horario latino.”"
You're right.,Tienes razón.
And some secrets.,Y algunos secretos.
Until next time!,¡Hasta la próxima!
